Municipio,Nombre_de_la_iniciativa,Actividades,Direccion,Dias,Horario,Mes,Año
F,Olla Hungría (Manos solidarias),Olla y Merendero,Hungría 3729,Lunes a Viernes,,Diciembre,2021
F,La olla de Julio (merendero manuel),Olla y Merendero,Continuacion Caviglia Calle 1 solar 22 (se va por aparicio sarabia y luego se dobla en continuación caviglia),Lunes a viernes,17 a 19hs,Diciembre,2021
D,Olla Merendero Nuevo Ellauri 4,Olla y Merendero,Calle G 366 esq Teniente Rinaldi, sábado,Lunes y miércoles merendero,Diciembre,2021
F,La Poderosa,Olla y Merendero,Aparicio Saravia y Ricardo Aguilar,Sábados y Domingos,"a partir de las 10hs, sirven comida 13 hs. Merienda: miércoles y viernes.",Diciembre,2021
F,Nuevo Capra,Olla y Merendero,Oficial 95 solar 113 esquina 18 de noviembre,Todos los días,13 hs,Diciembre,2021
F,Olla Popular Manuel Pérez y Curi (Bella Italia),Olla y Merendero,Manuel pérez 6129 esq. Curis,Lunes a sábado,"A partir de 10:30 desayuno, merienda y cena sirven 18:30",Diciembre,2021
F,Movimiento Codos a la Obra,Olla y Merendero,Servidumbre 7075 esq. Eridano e Hidra (antes de la terminal del 155),Lunes a sábado,"a partir de las 12hs, se sirve la comida a las 17hs",Diciembre,2021
CH,Olla San Ignacio,Olla,Feliciano Rodriguez esquina Manuel Alonso,"Martes y jueves merienda y cena. Sábado desayuno y almuerzo. Recorren Parque Batlle, Pocitos y Buceo luego del horario de la olla",Martes y jueves de 19:30-20:00. Sábado 11:30-12:30,Diciembre,2021
B,"Radio Pedal (Almuerzo, merendero y olla)",Olla y Merendero,San Salvador 1510 esq. Martínez Trueba,Miercoles,12:00,Diciembre,2021
B,Olla Popular Cuareim y Tajes Brigada 1958,Canastas,Cuareim 2305 esq. Tajes,Lunes a viernes,De 13hs a 15hs,Diciembre,2021
D,Mis angeles,Olla y Merendero,Pasaje las Rosas Solar 62,"L , M y V olla, Sy D merendero","20 hs olla, merienda 16 hs",Diciembre,2021
A,Olla y Merendero Tiempo de Cambio,Olla y Merendero,Cno. La Boyada 1722 y Ruta 1. Parroquia,"Lunes, Martes y Jueves",17 y 20 hs,Diciembre,2021
A,Entre todos podemos (ex inciativa vecinal la boyada),Olla y Merendero,La Boyada 2447 esq Camino Cibils,"Lunes, martes y jueves","Olla y merendero: lunes, martes y jueves 19 a 20:30",Diciembre,2021
A,Olla y Merendero Parroquia San Alberto Hurtado,Olla y Merendero,Sierra Leona 144 esquina Tala,Domingo,13 hs,Diciembre,2021
A,Olla y Merendero Avivamiento (Maracana sur),Olla y Merendero,Congreso de Ávalos 025 esq Pasaje al Horno (panadería),"Lunes, Miércoles y Viernes, Sábado y Domingo",17 y 20 hs,Diciembre,2021
A,Olla y Merendero Los Vecinos,Olla y Merendero,Rómulo M Ceballos casi La Boyada,"Lunes, Martes, Miércoles, Viernes y Sábado",19hs,Diciembre,2021
A,Olla y Merendero 3 ombúes - Cantera (ex: Iniciativa Centro de Avivamiento Familiar),Olla y Merendero,Alaska 4813 bis (al fondo),Sab y dom olla LaV merendero,"sábado y domingo 13 hs olla, Lunes a viernes leche",Diciembre,2021
A,Olla y Merendero Bajo Valencia,Olla y Merendero,Continuación Austria 3024,Lunes y Miércoles Sábado,13 y 17 hs,Diciembre,2021
A,Olla y Merendero 6 de enero,Olla y Merendero,En la canchita,Lunes a domingo,Rómulo M Ceballos casi La Boyada,Diciembre,2021
A,Olla y Merendero Tacuarita,Olla y Merendero,Héctor Juan Yacubone Solar 352.,Lunes y Viernes Miércoles y Domingo,18hs,Diciembre,2021
A,Olla y Merendero Inclusa,Olla y Merendero,Inclusa 1192 . Cocinan en Pascual Blanco 2329 esq Luis de la Rosa,Lunes y Viernes,14 hs,Diciembre,2021
A,Olla y Merendero Tróccoli,Olla y Merendero,Joaquín Martori 9990 entre Santín Carlos Rossi y calle Martori,Lunes a viernes,16 y 18hs,Diciembre,2021
A,Olla y Merendero COTRAVI Unidos,Olla y Merendero,Justo Paez 303 esq Mártires de la Industria,Jueves y domingos,18.30hs.,Diciembre,2021
A,Olla y Merendero El Tobogán,Olla y Merendero,Luis Troccoli s/n esquina pasaje A.,Martes Jueves y Sábado,Merendero Sábados 16hs - Olla Martes y jueves 20h,Diciembre,2021
A,Olla y Merendero 21 de noviembre,Olla y Merendero,Pasaje 21 de Noviembre Solar 18 entre José Vidal y Ramón Piedras,"Martes, jueves y sábado",Merendero: Martes y Jueves 16hs - Olla: Jueves y Sábado 18:30hs,Diciembre,2021
A,Olla y Merendero Familia Feirer (ex Terminal del Cerro),Olla y Merendero,Pedro Castellino 1531 y Turquía,Jueves y domingos,Olla: Jueves y domingo 17hs. Merendero: Jueves y domingo 10 hs.,Diciembre,2021
A,Olla y Merendero Ollakaré,Olla y Merendero,Proyectada T7 entre la Cooperativa COOVIPARQ y el CAIF,Miércoles y Viernes,20hs,Diciembre,2021
A,Merendero Luciérnaga,Merendero,Pasaje La Escuela 3336,Sábados y domingos,16 a 17hs,Diciembre,2021
A,Olla y Merendero Cerro Norte,Olla y Merendero,Santa Cruz de la Sierra 1736 Santín Carlos Rossi,Sábado y Domingo,,Diciembre,2021
A,Olla y Merendero La Esperanza,Olla y Merendero,Los Geranios (ex Las violetas) 2002 entre tambor y tambera,Lunes a sábado,"Olla: lunes, miércoles y viernes 19hs. Merendero: martes, miércoles, jueves y sábado 16hs",Diciembre,2021
A,Olla y Merendero Gomeria Cibils,Olla y Merendero,Camino Cibils y Fco Siti (al lado de la Gomería),Martes a sábados,"Olla martes, jueves y viernes 17.00h. Merienda miércoles y sábados 16.00h",Diciembre,2021
A,"Olla y Merendero Faustino ""Chimango""",Olla y Merendero,Bulgaria 2272 entre Japón y Carlos Ma. Ramírez.,Lunes y Jueves,18hs,Diciembre,2021
A,Olla y Merendero San Miguel Santa Catalina,Olla y Merendero,burdeos y las rosas (en la esquina),Lunes y sábados,16hs,Diciembre,2021
A,Olla y Merendero Sabor a Pueblo,Olla y Merendero,Pasaje Mozambique y San Fuentes entre camino de las sopas y camino ferrer (atras del complejo Hector Da Cuña),"miércoles jueves, sábados y domingos","Miércoles y sábados olla.
Jueves y domingo merendero.",Diciembre,2021
D,Las Ranitas,Olla y Merendero,Maria Artagabeita 4125,Lunes a Domingo,19hs olla 17hs merendero,Diciembre,2021
A,Olla Susana Pintos,Olla y Merendero,Las Flores 11 Bis,Martes y Jueves,18:30 hs,Diciembre,2021
B,Merendero Cooperativo Las Bóvedas Ciudad Vieja,Merendero,"Rambla 25 de Agosto 566 entre Ituzaingó y Juan Carlos Gómez, COVICIVI",Sábado,17hs,Diciembre,2021
B,Plaza 1ero de Mayo,Olla,Agraciada 2332,Viernes,19:30 hs,Diciembre,2021
F,Espacio cultural Margarita Pedranzini,Canastas,Abrevadero ocho 3055 esq. el encuentro,,,Diciembre,2021
A,Olla de Otras,Olla y Merendero,Mariano Sagasta 25 entre India muerta y Agraciada,Sábado,,Diciembre,2021
E,Barrios Unidos,Olla y Merendero,Oficial 17 mts 5081 esq Alberto zum felde,Lunes y Jueves,19,Diciembre,2021
B,Olla Ciudad Vieja,Olla,Reciben donaciones en Colón 1334 bis. La olla es en Piedras y Bartolomé Mitre (Museo de las migraciones),Domingos 12 Hs,12,Diciembre,2021
B,La Casa de Enfrente,Olla y Merendero,Fernández Crespo 2288,miércoles y domingo,"miércoles 13-15 hs olla , DOM 16 hs merendero",Diciembre,2021
B,El Tundra Bar,Olla,Durazno 902 esq. Convención,Martes,19:00 hs,Diciembre,2021
B,Olla Popular Barrio Sur Asoc. Cultural Cuareim 1080,Olla y Merendero,Carlos Gardel 1194 (Asociación Cultural Cuareim 1080),"Jueves, Viernes y Domingo",Jueves y viernes olla 20hs. Miercoles y sabado merendero 17hs,Diciembre,2021
B,Plaza Durazno Y Minas (Plaza Juan Ramón Gómez),Olla,Durazno y Minas (entrega de viandas),Miércoles y Sábado,18.30 hs,Diciembre,2021
B,Olla Palermo,Olla,Jackson 1144 entre Maldonado y Durazno. Asoc. de Porteros,Lunes y Miércoles,19 a 20 hs,Diciembre,2021
F,Banco de alimentos,Canastas,Salon comunal pasaje del hornero 13 A esq. las violetas,,,Diciembre,2021
A,Corazón solidario,Olla y Merendero,Pasaje 5 de enero esq. Buffa,3 días a la semana,,Diciembre,2021
A,Merendero Pueblo Victoria - Aurora,Olla y Merendero,Aurora 389 esq Conciliación,Lunes a Domingo,10 y 18hs/ 20hs,Diciembre,2021
D,Colectivo Peñarolense (Unión),Merendero,Pernas 2484 esq Asilo,"Lunes, Martes y Miércoles",17.00 – 19.00,Diciembre,2021
,Olla 25,Olla y Merendero,"Av Carlos Ramírez entre Telier y Agustín Muñoz, no tiene número es la plaza de deporte",Lunes miércoles y viernes,cena,Diciembre,2021
,Juan de la Olla,Olla y Merendero,Bartolomé Mitre y Piedras - Maciel 1389 apto 101,Domingo,12:00 hs,Diciembre,2021
E,Iniciativa vecinal,Merendero,Calle Central esq. Calle 26,"Miércoles, Jueves y Viernes",11 a 14 hs,Diciembre,2021
D,Sumando Esfuerzos,Olla y Merendero,30mts N 4411 entre José Ramírez y Leandro Gomez,Sábados,12:30,Diciembre,2021
D,Sueños Compartidos - 24 de enero,Olla y Merendero,Instrucciones y Durán (8 Pioneros y Ajedrez),Todos los días,6 veces p semana olla noche,Diciembre,2021
C,Brazo Oriental,Olla,Mariano Soler 3366 esq Luis A de Herrera,miércoles y domingos,20 a 21.30,Diciembre,2021
A,Olla Anfiteatro Fortaleza,Olla y Merendero,Holanda 2227 y Dinamarca (anfiteatro),Todos los días,20:00 hs,Diciembre,2021
D,Olla Odara (Monica),Olla y Merendero,Leandro Gomez 5171 esq. San Martín,"Lunes, miércoles y viernes",,Diciembre,2021
F,Olla y merendero Marcando sonrisas,Olla y Merendero,Santos Dumont 3924 esq. Rafael (predio de Beraca),miércoles,16 y 19 hs,Diciembre,2021
F,Chacarita Solidaria,Olla y Merendero,Chacarita de los Padres 3207 (casa rosada con garaje),"Merendero: L a V / Olla L, Mi y V",merendero: 16.30-17 hrs olla: 19.30-20.30 hrs,Diciembre,2021
G,Club Yegros / Jóvenes G,Olla,Durán esq. Iris (Club Yegros),Domingos,17hs,Diciembre,2021
F,Merendero Nueva España,Olla y Merendero,"pasaje galicia 7037, barrio nueva españa",Lunes a Viernes,,Diciembre,2021
D,viandas solidaria garubeba,Olla y Merendero,Juan Acosta casa 5 block A complejo Ch 38 entre cotopaxi y cayambé (a mitad de cuadra),"Lunes, miércoles y domingos",,Diciembre,2021
E,Merendero Aquiles Lanza (Del otro lado),Merendero,Dobrich solar 06 al fondo de la calle 22,"Lunes, miércoles y viernes",15:30,Diciembre,2021
D,Olla Estamos Unidos C.H 84-88,Olla,San Martín 4815 Complejo CH 84,Jueves,20hs,Diciembre,2021
F,Olla Solidaria El Monarca,Olla y Merendero,"Ruta 8 km 21700 Asentamiento Monarca, Calle 2, Solar 76","Lunes, miércoles y Viernes","Merendero 15:30, Olla 18:30",Diciembre,2021
D,Merendero Los Teros,Olla y Merendero,Artilleros Orientales 4376,Viernes y Sábado,tarde 18 hs. aprox,Diciembre,2021
E,Olla Asociación Civil Esperanza,Olla y Merendero,Acosta y Lara 7129,Lunes miércoles y viernes,,Diciembre,2021
E,Olla Popular “Nuevo Sol”-Corazones contentos,Olla y Merendero,Felix Laborde 2379,"Martes, miércoles y jueves",14:30hs a 20hs,Diciembre,2021
D,Ayúdanos a Ayudar,Olla y Merendero,"Calle Las Piedras, solar 3. Calles cercanas: capitan tula y pasaje olimar ",Lunes a Domingo,19.30 hs.,Diciembre,2021
D,Olla popular - “La unión hace la fuerza”,Olla y Merendero,Juan Arteaga 3986 esq. Santiago Sierra,"Martes, Jueves y Domingo","Merendero: 16 hs, olla: 18 hs",Diciembre,2021
A,Merendero Central Nuevo Comienzo,Olla y Merendero,San fuente y dellazoppa,"Lunes, miércoles y viernes",9 y 15 hs,Diciembre,2021
E,Olla Realojados de Isla de Gaspar,Olla y Merendero,Luis Cluzeau Mortet 5097 esq. Ana María Rubens,"Lunes, Miércoles y viernes",16:30 hs.,Diciembre,2021
E,Merendero Malvin Norte,Olla y Merendero,Asentamiento Aquiles Lanza,Jueves y Sábado,16hs. Merendero: Sábado. Olla: Jueves.,Diciembre,2021
E,Olla y Merendero La Cañada,Olla y Merendero,Ruta 8 Km 24.700,Martes y Viernes,Merendero: martes. Olla: viernes.,Diciembre,2021
D,Merendero y Comedor La Familia,Olla y Merendero,Leandro Gómez 260,"Lunes, martes, jueves, viernes y Sábado",17 y 13 hs,Diciembre,2021
E,Solidar,Olla,Irlanda 2187 - (Entregan en plaza Pasteur),"Lunes, martes,Jueves, viernes y domingo",17 y 21 hs,Diciembre,2021
D,Olla popular Rompiendo Barreras,Olla y Merendero,Ernesto Quintela 4917 esq. Jacinto Trapani,Lunes a sábados,"Olla: martes, jueves y sábados 19 hs. Merendero: lunes, mierc y viernes .",Diciembre,2021
D,"Comedor y Merendero ""Pancitas Felices""",Olla y Merendero,"Salón 1° de Mayo, Calle las Piedras esquina San Antonio",Todos los días,"Olla: juev, sáb y domingo, 14 h. Merendero: lun, mar, mier y vier, 15 h.",Diciembre,2021
F,Olla popular de UTC / sindicato de funsa,Olla,8 de Octubre casi Habana,Martes y viernes,19hs,Diciembre,2021
F,"Olla Popular ""Don Márquez""",Olla y Merendero,Ruta 8 Km 21700 Cno.El Oriente solar 100,Sábados y Domingo,19hs,Diciembre,2021
F,“Con Voz”,Canastas,Manuel Calleros 4763,sábados,,Diciembre,2021
F,Olla Popular “Lo de Richard”,Olla y Merendero,Julia arevalo 4611,Miércoles y sábado,18:30 hs.,Diciembre,2021
F,Solidario Unido Seis Barrios,Olla y Merendero,Calle Rafael solar 43 esq Dunant - San bautista solar 7 esquina las piedras,"Martes, Jueves, Sábados y Domingos",Olla y Merendero 15:30 hs (entregan todo junto),Diciembre,2021
F,Olla Popular “El Entrevero”,Olla y Merendero,Intercambiador Belloni,miércoles cada 15 días,,Diciembre,2021
F,"Olla y Merendero ""Santa María""",Olla y Merendero,Teniente Galeano 3683 Esquina Sistina,Lunes a Viernes,16:30 y 19hs,Diciembre,2021
E,Olla Popular Chiancone y Berro,Olla y Merendero,Enrique Chiancone 4663 apto. 3,Sábados y domingos,17 y 20 hs,Diciembre,2021
E,Comedor Popular “Escuela 44”,Olla y Merendero,Morelli 3965 Esq felix laborde y silvestre pérez.,Sábados y Domingo,Olla: sábados 12 hs y merendero: sábado y domingo 17 hs,Diciembre,2021
D,Olla Alto Guiso,Olla,Atenas y Gral. Flores,Sábados,21,Diciembre,2021
D,Galpón de Corrales,Olla y Merendero,Camino Corrales 3041 - Galpón de Corrales,Sábados y Domingos,"olla sábado 12hs, merendero sábado y domingo 17 hs",Diciembre,2021
D,"Olla Popular ""Las de a Pié""",Olla y Merendero,Juan Acosta esq Cotopaxi,Lunes a Viernes,"Merendero: lunes a viernes, 17 h y olla: martes y viernes, 20 hs",Diciembre,2021
D,Unidos somos más,Olla y Merendero,Estanislao Vega 3538 esquina Juan Acosta,"Lunes, Miércoles, Viernes y Sábado",17hs,Diciembre,2021
C,Olla “Héctor Rodríguez”,Olla y Merendero,Gualeguay y Andrés lamas,Miércoles y Sábado,19:30 hs,Diciembre,2021
E,Centro Cultural Malvín Norte,Canastas,Hipolito Yrigoyen 2057 esq. Igua,Cada 15 días,,Diciembre,2021
D,Olla la humildad,Olla y Merendero,Juan Acosta 4957 bis esq. Alejandro Nogueira,"Martes, jueves y Sábado",17:30 y 19 hs,Diciembre,2021
F,Olla Peña Piedras Blancas Barrio Carbonero,Olla,Bergamo 3730 esq. Belloni,,"Miércoles 20hs, quieren abrir 2 veces por semana.",Diciembre,2021
A,Uruvene,Olla,Costa de Marfil 232 esq. Etiopía,Sábados,13a17hs,Diciembre,2021
D,Merendero “La Hora Feliz”-,Olla y Merendero,Serratosa 3956/apto 2,Lunes a Sábado,12:30 y 17:30 hs,Diciembre,2021
C,Centro Social y Deportivo Victoria,Olla,Requena 2716 esq. Itapebi,"Lunes, Martes, miércoles, jueves y domingo",20:30,Diciembre,2021
D,Olla del cielo,Olla y Merendero,General Flores 4990,Martes y sabado,,Diciembre,2021
A,Olla Cielos Abiertos (El Che),Olla y Merendero,José Batlle y Ordoñes esq. Cuba Asentamiento Che Guevara 2070bis ,"Olla M, J S y D, Merendero Todos los dias","olla 19:30, merendero 9 am",Diciembre,2021
D,Olla y merendero Manga (Ayui),Olla y Merendero,Luis E. Azarola Gil 4780,Lunes a domingo,12 y 17 hs,Diciembre,2021
F,Manitos Unidas por los Niños,Olla y Merendero,Belloni 6690,Lunes a Domingo,18hs,Diciembre,2021
F,Germinando,Merendero,Pasaje X solar 41 bis,todos los días,tarde,Diciembre,2021
D,Olla y Merendero Virgen de Lourdes,Olla y Merendero,Enrique Claveaux 3153 bis,"Lunes, martes y miércoles",14 hs,Diciembre,2021
A,Olla Brigada José Artigas Cachimba Del Piojo,Olla,Heredia 4440 esq. Inclusa (al lado de la UTU),Martes,15 a 19:00,Diciembre,2021
A,Brigada José Artigas - Nuevo París,Olla,Yugoslavia 972 y Maria de Pena,Lunes miércoles y viernes,15 a 19hs,Diciembre,2021
F,Mercadito Bella Italia,Olla,Carlomagno esq. Victor Manuel. Mercadito Bella Italia,Lunes a Viernes,8 a 13:30 entregan la comida,Diciembre,2021
G,Todos podemos - Pueblo Victoria,Olla y Merendero,Cayetano Rivas 3842 bis apto 15 esq. Del Cid,"Lunes a Sábado Olla,",16 y 19hs,Diciembre,2021
A,Plan Juntos - Barrio Unido,Olla y Merendero,"Asentamiento Barrio Unido curuzú continuación laureles y continuación mármol, ruta 1 y pantanoso. Contenedores del plan juntos.",Lunes a Jueves (merendero) / Viernes a Domingo (olla),12:30 olla y 15:00 merendero,Diciembre,2021
B,Canasta Solidaria (Escuela 45),Canastas,CUFRE 1994,,,Diciembre,2021
A,Olla Andares (Proyecto Botijas - Asoc. Civil Andares),Olla,Francisco Olivares 4944 esq.Groenlandia,miércoles,16:00 a 20:00,Diciembre,2021
B,Casa Cultural La Rodó,Olla,San Salvador 2122 esq. Requena,sábados,18:30 a 20:30,Diciembre,2021
B,Sindicato de trabajadora doméstica,Olla y Merendero,Barbato 1371 ap 22,Martes 16:30 a 18:30 jueves 17:30 a 19:30,,Diciembre,2021
G,Olla Abayubá – Grupo de Motoqueros,Olla y Merendero,VENUS 3661,LaD,13 hs,Diciembre,2021
D,Olla y Merenderos Todos Unidos,Olla y Merendero,Leandro Gomez 5324,Lunes a Viernes,17hs,Diciembre,2021
D,Merendero Cielos Abiertos,Merendero,Guarapirú 4012,Lunes y Jueves,17hs,Diciembre,2021
F,Merendero Asentamiento Santo Domingo Guzmán,Olla y Merendero,"Calle 1 esq. Caviglia (salon comunal), barrio 17 de junio","M, Mi y S olla, LaV merendero por la mañana y SyD merendero por la tarde","19 hs olla. Merendero: Lunes a viernes 8 a 9:30, sab y domingo 17 a 18:30 hs",Diciembre,2021
D,Merendero los Milagros,Merendero,Ramón Arana pasaje 3 5257 esquina esperanza,Lunes a Sabado,16hs,Diciembre,2021
D,Olla y Merendero las Hermanas,Olla y Merendero,Matilde Pacheco 4950 esquina vecinal 1,"Lunes, miércoles y viernes (olla) / Jueves y domingos (merendero)",15 hs,Diciembre,2021
D,Comité de Base,Olla,Tte Galeano 4201 esq primero de marzo,Viernes,16 a 18hs,Diciembre,2021
F,Merendero y olla Tierra deseable,Olla y Merendero,Leandro Gomez 3324 esq. Ricardo Aguerre,miércoles y viernes y Sábado,10:00,Diciembre,2021
D,Merendero y olla MB Mausa,Olla y Merendero,Matilde Pacheco 4121,Lunes a Sábado,10 a 11.30 y 16 a 18hs,Diciembre,2021
G,Olla La Santa,Olla,Av Las Instrucciones pasaje A solar 60 esq. Antillas,Lunes miércoles y sábados,20:00 a 23:00,Diciembre,2021
F,Jogue,Merendero,Cno Toledo Chico 4931,Sábado,12.30hs,Diciembre,2021
F,Merendero Santa Teresa,Merendero,Cno. Maldonado y ovidio fernández ríos. Pasaje B,Sábado y Domingo,17hs,Diciembre,2021
F,Merendero Obra Social Cristiana Amanecer,Merendero,Ruta 8 km 16 Pasaje 1 8078 esq. angel zanelli,Sábado y Domingo,17hs,Diciembre,2021
G,Olla Unidad Misiones,Olla y Merendero,Aparicio Saravia Pasaje 307,"LaV Olla, Sy D Merendero",Merendero 17hs / Olla 19hs,Diciembre,2021
D,Olla Mercado Modelo,Olla,Parma 3070 esq.Canstatt y Francisco Arrieta,sábados,19:00 hs,Diciembre,2021
E,Olla Solidaria,Olla,"Calle 126, blok 3, apto 202 Barrio INVE",S yD,18hs,Diciembre,2021
F,Vecinas de Asentamiento Santa Ma. Eugenia,Olla y Merendero,"Servando Gómez al final de la calle y Camino Carrasco, barrio Servando Gómez (Cno Carrasco y puente arroyo Carrasco al norte)",Lunes a viernes,9 a 15hs,Diciembre,2021
D,El rinconcito de los niños 23 de diciembre,Olla y Merendero,Los Teros solar 121(asentamiento 23 de diciembre ),LaS,Al mediodía y en la tarde,Diciembre,2021
G,La olla de Villa Colón,Olla,Av. Lezica 6375,Viernes,18.30hs,Diciembre,2021
D,Olla Los Milagros,Olla,Calle 3 5675 esquina Román Arana,"Martes, jueves , sabado y domingo",18hs,Diciembre,2021
A,Merendero Jesús de nazaret,Merendero,continuación suecia 2511,Sábado y Domingo,17hs,Diciembre,2021
F,Las cabañitas,Olla y Merendero,Cont. Clemente Frigerio casa 7 esquina Pantaleon Perez,LaV,18hs,Diciembre,2021
A,Vecinos Nuevo París / Salón Cultural,Olla y Merendero,Carlos de la Vega 5783 y Neuquén,Martes (merendero) y Domingo (olla),13hs (olla) y 15 hs (merendero),Diciembre,2021
A,Merendero Sonrisas,Merendero,Miguel copetti 5001,"Martes, Jueves y Sábados",MyJ: 16hs a 17hs. S: 15:30hs a 17:30hs,Diciembre,2021
D,Obra Social Independiente,Merendero,Instrucciones 2537 esq. Mazzei,Lunes a Sábado,15 a 17,Diciembre,2021
G,Creciendo de la mano contigo,Olla y Merendero,"Cno Melilla 8420 complejo verdisol calle 3 al fondo, salon 21","Lunes, miércoles y viernes",17hs,Diciembre,2021
E,"Olla Popular y Merendero ""Cristina""",Olla y Merendero,Pasaje Florencio Sanchez Solar 4 Esq Felisberto Hernandez entre Cormenares y Torres Molino ,"Viernes,Sábado y Domingo",,Diciembre,2021
F,Parque Guaraní - Brig José Artigas,Olla,Itapebi esquina Urutau,Lunes a sábados,16 a 20hs,Diciembre,2021
D,Merendero Sonrisas (2),Olla y Merendero,Av. de las Instrucciones 4865,"L, mi y v",18:30 y 20:30hs,Diciembre,2021
